Date,Indx,HC,RE,IT,Ind,Mat,CD,CS,Fin,Util,Eng,Com,Portfolio
2016-05-13,51798.0,50095.01,53109.32,51492.55,51324.45,50885.81,51131.41,52474.27,51974.22,53046.07,50428.21,51992.3,619751.6200000001
2016-05-16,52277.82,50699.88,53578.67,51994.48,51730.85,51405.8,51350.03,52682.82,52242.24,53238.12,51170.47,52318.72,624689.9
2016-05-17,51745.33,50402.9,52766.01,51374.2,51517.36,51213.24,50865.63,51965.51,51901.83,52431.13,51335.81,51955.32,619474.2699999999
2016-05-18,51693.63,50564.3,52348.01,51835.28,51501.86,50412.9,50630.21,51819.88,52455.73,51804.83,50654.82,51649.76,617371.2100000001
2016-05-19,51509.66,50243.82,51799.49,51405.61,51183.4,50269.99,50599.48,51799.55,52182.51,51928.43,50419.59,51373.8,614715.3300000001
2016-05-20,51944.81,51058.37,52225.42,52265.14,51642.55,50511.5,50982.09,51916.48,52502.44,52098.27,50838.16,51858.93,619844.16
2016-05-23,51902.74,51289.58,52245.24,52585.16,51589.49,50632.1,50844.07,51940.86,52489.84,51798.73,50562.55,51733.24,619613.6
2016-05-24,52619.99,52061.65,52734.86,53466.74,52242.85,50871.21,51576.49,52564.47,53132.24,52423.58,50774.78,52180.01,626648.87
2016-05-25,52952.88,52573.19,52869.38,53604.64,52610.19,51462.16,52558.82,52716.6,53374.2,52351.38,51443.09,52371.86,630888.39
2016-05-26,52967.78,52407.61,52969.7,53726.88,52651.09,51387.63,53095.71,52904.44,53266.9,52822.11,51169.39,52364.97,631734.2100000001
2016-05-27,53219.18,52701.04,53233.23,54067.66,52831.61,51313.93,53536.54,52848.81,53496.48,52961.52,51358.54,52665.39,634233.93
2016-05-31,53292.67,53096.35,53244.18,54387.98,53033.86,51401.97,53756.37,52641.3,53468.54,53103.2,51238.75,52736.11,635401.2799999999
2016-06-01,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,52950.11,635401.32
2016-06-02,53141.44,53403.27,53275.91,53205.98,52946.37,53116.64,53408.67,53270.04,52942.54,52964.72,52960.88,53109.1,637745.5599999999
2016-06-03,53027.94,53052.94,53462.45,53101.89,52883.44,53816.92,53116.08,53476.09,52710.29,53561.32,53013.68,53109.55,638332.5900000001
2016-06-06,53390.79,53601.34,53388.37,53573.78,53422.24,54554.69,53297.48,53788.46,53009.2,53809.76,54273.73,53369.48,643479.32
2016-06-07,53556.81,53427.49,53634.16,53780.6,53688.92,54793.53,53676.9,54165.18,53002.24,53926.89,55283.29,53526.28,646462.29
2016-06-08,53765.76,53801.71,54007.05,54090.01,53977.67,55299.33,53994.15,54368.05,53172.32,54519.09,55374.04,53513.19,649882.3700000001
2016-06-09,53630.52,53432.78,54024.51,53902.71,53704.49,54757.88,53721.84,54302.46,52892.26,54657.74,55038.98,53129.13,647195.3
2016-06-10,53018.33,52567.71,53782.96,53067.4,52972.47,54110.26,53035.39,53735.96,52469.0,54268.7,53803.65,52343.59,639175.42
2016-06-13,52594.15,51900.73,53513.51,52651.54,52335.96,53592.79,52459.11,53257.75,52043.86,54008.48,53275.74,51758.15,633391.77
2016-06-14,52413.31,51418.66,53235.31,52674.17,51987.51,52851.44,52235.36,53097.33,51678.09,53975.8,52792.94,51539.11,629899.0300000001
2016-06-15,52464.32,51459.51,53575.94,52754.63,52026.81,53245.17,52551.34,53109.18,51711.16,53756.25,52656.7,51703.8,631014.8099999999
2016-06-16,52481.45,51275.94,53695.85,52698.7,51917.31,53059.82,52374.9,53298.05,51823.81,53892.73,52248.27,51801.9,630568.7300000001
2016-06-17,52442.88,50748.92,53639.17,58924.96,52086.13,53287.0,52778.46,53114.45,51893.72,54055.59,52863.87,51626.45,637461.5999999999
2016-06-20,52906.07,51467.26,53840.24,53128.49,52819.09,53973.17,53393.39,53454.27,52260.71,54338.61,53276.66,52169.16,637027.1200000001
2016-06-21,52924.35,51224.78,53941.49,53180.95,52681.28,53764.38,53314.33,54154.32,52145.37,54379.91,53579.76,51998.13,637289.05
2016-06-22,52816.26,51168.66,53899.99,52941.98,52563.28,53603.03,53493.63,54295.97,52194.48,54148.55,53591.3,52040.93,636758.0600000002
2016-06-23,53501.48,51994.61,54302.4,53875.9,53352.56,54495.15,54093.98,54896.45,53099.77,54537.06,54482.72,52803.06,645435.1399999999
2016-06-24,51756.31,50366.7,53623.86,51635.08,51228.65,52554.18,52154.25,53562.64,51392.76,53710.23,52538.01,50830.86,625353.53
2016-06-27,50510.56,49012.57,53145.17,49800.67,49639.52,50944.76,50676.66,52971.53,50263.68,53828.97,50832.2,49780.35,611406.6399999999
2016-06-28,51294.81,50601.14,54023.8,50577.05,50203.33,51469.62,51384.81,53756.62,50786.48,54349.03,52040.77,50472.08,620959.5399999999
2016-06-29,52224.92,51200.31,54765.42,51383.08,50896.26,52447.02,52298.43,54367.98,51324.12,54833.62,53038.39,51565.88,630345.43
2016-06-30,53006.97,51392.09,55328.66,52147.2,51644.76,53331.02,52690.46,55197.79,51825.96,55822.43,53318.0,51964.48,637669.8200000001
2016-07-01,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,53139.15,637669.8000000002
2016-07-05,52665.42,52682.13,53224.87,52421.47,52520.17,52454.26,52392.25,52859.87,52447.07,53367.07,52119.12,52480.27,631633.97
2016-07-06,52926.93,53151.35,53208.37,52399.79,52545.65,52687.26,52651.31,52857.89,52498.39,53338.45,52441.67,52341.47,633048.53
2016-07-07,52946.94,53278.76,52861.08,52764.05,52635.28,52713.1,52818.3,52867.67,52572.5,52791.79,52011.35,52585.73,632846.5499999999
2016-07-08,53844.94,53964.6,53649.82,53811.18,53594.27,53667.36,53690.74,53302.88,53167.22,53136.91,52456.46,53266.4,641552.78
2016-07-11,54197.4,54106.19,54028.56,54337.78,54105.94,54303.32,54349.92,53486.65,53519.98,53283.55,52564.83,53628.8,645912.92
2016-07-12,54674.37,54493.87,54184.02,54987.77,54682.72,54981.07,54878.68,53561.36,54068.96,53204.07,53824.91,54242.97,651784.77
2016-07-13,54640.75,53957.28,54330.86,54967.42,54794.55,55426.81,54784.37,53475.8,54071.93,53465.47,53392.5,54126.86,651434.6
2016-07-14,54830.49,53752.67,54088.55,55182.64,55005.35,55694.08,54909.4,53589.44,54413.74,53492.23,53355.25,54466.07,652779.91
2016-07-15,54820.88,53965.08,54177.49,55055.28,55102.99,55832.55,54916.36,53498.84,54532.61,53740.96,53329.02,54204.98,653177.0399999999
2016-07-18,54941.3,53867.88,54328.78,55307.3,55164.78,55933.89,55227.89,53653.12,54583.82,53802.39,53619.05,54200.22,654630.42
2016-07-19,54772.49,53402.78,54459.65,55093.75,54969.82,55407.46,55003.47,53446.84,54523.33,53573.2,53291.08,53936.92,651880.79
2016-07-20,55044.37,54280.99,54698.06,55697.96,55236.19,55306.09,55420.53,53439.66,54635.31,53592.32,53495.39,54039.27,654886.14
2016-07-21,54826.97,54119.27,54699.88,55323.37,55049.98,55261.35,55482.51,53516.13,54528.64,53746.82,53384.38,54168.58,654107.8799999999
2016-07-22,55123.72,54394.23,55027.62,55669.22,55334.86,55197.97,55680.13,53787.54,54827.16,54046.22,53358.99,54377.89,656825.5499999999
2016-07-25,55022.78,54376.13,55036.03,55724.83,55194.5,54983.49,55719.58,53691.87,54743.67,53931.88,52457.25,54215.36,655097.37
2016-07-26,55190.8,54496.08,54950.44,55954.13,55567.66,55628.29,55963.01,53625.99,54810.18,53752.65,52613.11,54031.39,656583.73
2016-07-27,55094.73,54993.89,54739.5,56239.81,55532.5,56058.27,56015.5,53484.25,54928.58,53407.29,52298.12,54005.08,656797.52
2016-07-28,55137.59,55077.32,55063.12,56219.12,55434.5,56216.4,56252.13,53965.45,54917.38,53587.3,52240.46,53777.08,657887.85
2016-07-29,55226.27,55379.18,55470.23,56195.15,55569.56,56418.36,56415.74,54269.75,54962.31,53838.48,52864.65,54025.6,660635.28
2016-08-01,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,55052.94,660635.28
2016-08-02,54563.98,54611.22,54460.3,54515.32,132458.99,54641.7,54381.32,54828.34,54793.94,54854.3,54937.56,54537.07,733584.0400000002
2016-08-03,54748.62,55284.95,54296.12,54881.63,117167.56,54930.94,54582.88,54737.72,55086.05,54698.93,55879.57,54673.86,720968.8300000001
2016-08-04,54806.43,55384.84,54241.69,55133.62,117285.47,55272.55,54760.14,54706.45,55174.81,54696.18,56119.33,54940.79,722522.3
2016-08-05,55273.51,55751.53,54525.23,55753.31,117967.89,55376.04,55453.94,54909.11,55778.16,54348.16,56425.7,54827.48,726390.0599999999
2016-08-08,55275.72,55461.78,54664.76,55760.47,118081.15,55575.97,55504.8,54734.8,55838.0,54331.59,57386.15,54680.34,727295.5299999999
2016-08-09,55286.18,55684.7,54805.31,55951.73,118108.29,55612.42,55410.31,54845.74,56033.2,54333.61,56989.85,54834.04,727895.38
2016-08-10,55121.87,54955.02,54748.76,56052.35,118188.96,55683.64,55447.03,55006.13,55906.8,54311.49,56507.22,54880.84,726810.11
2016-08-11,55397.81,55193.11,54445.68,56476.31,112118.61,55943.75,55946.12,55197.03,56040.47,54443.81,57170.7,55174.54,723547.94
2016-08-12,55351.53,55435.13,54662.63,56641.23,112135.33,55589.06,56025.99,55365.55,55999.93,54524.96,57534.88,55317.88,724584.1
2016-08-15,55646.18,55880.26,54801.83,57082.96,112559.79,56230.96,56402.65,55376.55,56277.49,54118.17,58114.81,55574.56,728066.2100000002
2016-08-16,55299.4,55519.27,54378.6,56674.47,112344.63,56210.26,56079.07,55335.95,56217.14,53525.3,58221.14,55406.16,725211.3900000001
2016-08-17,55240.09,55470.31,54516.07,56683.78,112379.59,56084.86,56007.38,55282.89,56207.48,53808.79,58209.94,55324.25,725215.4299999999
2016-08-18,55481.99,55606.68,54410.7,57259.1,112677.06,56535.61,56293.59,55464.9,56371.62,54291.97,59127.86,55230.34,728751.4199999999
2016-08-19,55458.02,55480.71,54232.87,57437.45,112792.43,56331.48,56375.51,55304.14,56335.1,53949.38,58754.91,54947.05,727399.05
2016-08-22,55457.38,55961.94,54389.7,57553.32,112847.83,56245.81,56340.48,55453.59,56346.57,54032.55,58186.19,54933.2,727748.56
2016-08-23,55706.92,56051.18,54608.14,58080.04,97603.72,56571.62,56782.51,55468.57,56529.69,54097.97,58601.73,55153.14,715255.23
2016-08-24,55374.37,54995.38,54351.64,58182.07,97562.58,55957.2,56438.74,55396.94,56518.13,53961.45,57964.64,54922.7,711625.84
2016-08-25,55395.24,54677.31,54490.9,58065.33,109699.12,56178.57,56330.27,55358.96,56617.97,53993.13,57856.05,55119.53,723782.3800000001
2016-08-26,55236.01,54847.66,54151.08,57932.33,109514.31,56090.84,56066.95,55208.99,56651.72,53346.83,57832.23,54795.9,721674.85
2016-08-29,55545.33,55150.15,54435.59,58097.81,109734.02,56463.66,56271.99,55243.86,56995.52,53539.74,57928.16,54917.64,724323.4700000001
2016-08-30,55470.73,55096.06,54394.29,58107.0,109743.46,56330.13,56143.04,55030.77,57222.88,53106.07,57838.66,54876.85,723359.94
2016-08-31,55311.03,54639.71,54489.54,58205.1,109495.8,55950.85,55940.16,54904.04,57118.81,53072.52,57400.54,54769.64,721297.74
2016-09-01,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,60108.14,721297.68
2016-09-02,60538.46,60458.66,60598.72,60569.78,60914.18,60756.33,60433.56,60677.66,60494.23,60937.06,60788.05,60789.66,727956.35
2016-09-06,60641.32,60724.56,60959.43,60793.43,60969.16,61187.66,60761.67,60894.99,60452.98,61484.17,61335.69,60792.38,730997.4400000001
2016-09-07,60812.74,61184.18,61268.29,60751.31,61144.38,61212.81,61135.16,60724.74,60678.52,61754.07,61404.63,61051.45,733122.2799999999
2016-09-08,60703.34,61531.84,60861.04,60588.82,61137.89,60880.59,60832.84,60564.28,60795.69,61860.31,62285.19,60874.37,732916.2000000001
2016-09-09,59196.59,60155.14,58994.52,59141.29,59852.47,59062.49,59725.45,59477.56,60261.72,60140.59,60889.57,59564.87,716462.2599999999
2016-09-12,59806.13,61105.92,59423.08,59787.07,60202.02,59389.33,60299.32,59675.5,60450.06,60507.25,61127.14,60339.31,722112.1300000001
2016-09-13,58927.05,60285.27,58291.98,59047.5,59345.19,58219.74,59612.9,59148.74,59913.03,59590.5,59686.2,59731.98,711800.08
2016-09-14,58811.79,60748.86,58343.84,59097.25,59117.53,58190.49,59539.93,59047.37,59759.96,59714.84,59299.85,59610.87,711282.58
2016-09-15,59376.51,61338.69,58598.94,59801.48,59555.24,58502.57,59905.08,59453.29,60088.96,59969.62,59753.66,59996.5,716340.54
2016-09-16,59229.93,61620.07,58594.09,59631.29,59328.68,58202.68,59714.66,59195.51,60120.75,60108.6,59592.77,59716.35,715055.38
2016-09-19,59424.17,61987.62,59054.25,59919.91,59581.73,58574.23,59866.2,59294.66,60250.3,60643.83,59651.56,59929.35,718177.8099999999
2016-09-20,59330.79,62451.97,58968.77,59734.99,59411.87,58375.98,59793.79,59317.34,60248.92,60720.87,59145.74,59821.84,717322.87
2016-09-21,59935.72,62960.63,59662.25,60549.63,60019.2,59496.15,60244.51,59726.92,60567.06,61500.54,60070.78,60123.25,724856.6400000001
2016-09-22,60546.99,63587.84,60581.19,61232.69,60776.05,60083.13,60906.85,60127.98,60971.63,62118.57,60630.42,60655.84,732219.1799999999
2016-09-23,60272.51,63406.59,60616.24,60968.59,60425.09,59745.64,60837.05,59946.54,60758.66,61912.84,60029.92,60584.24,729503.91
2016-09-26,59800.63,62755.13,60597.26,60600.5,60083.99,59580.34,60202.24,59765.56,60233.49,61704.46,59799.01,60165.89,725288.5
2016-09-27,60007.43,63224.41,60196.99,61125.43,60295.56,59598.15,60423.63,59976.63,60402.93,61287.56,59411.14,60255.53,726205.39
2016-09-28,60362.05,63257.37,60560.55,61444.97,60821.3,60441.77,60469.66,60094.53,60643.88,61371.22,61120.38,60631.53,731219.2100000001
2016-09-29,59900.14,62013.48,59926.37,61023.29,60460.14,60072.8,59986.51,59782.83,60235.38,60842.72,61314.54,60321.5,725879.7
2016-09-30,60348.43,62748.78,59881.37,61411.45,60945.34,60339.31,60560.81,60083.36,60716.03,60753.98,61831.29,60474.76,730094.91
2016-10-03,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,60841.24,730094.88
2016-10-04,60503.89,60574.28,60148.56,60737.63,60751.95,59992.75,60767.95,60716.62,60845.69,59791.7,60434.55,60507.51,725773.0800000001
2016-10-05,60799.58,61214.92,59268.72,61208.18,61068.83,60301.87,61116.68,60796.82,61222.68,59557.28,61322.71,60688.54,728566.81
2016-10-06,60779.64,60549.13,59308.94,61135.95,60981.12,60340.43,60985.73,60781.9,61123.01,59400.89,61429.85,60258.22,727074.8099999999
2016-10-07,60490.58,60518.39,59062.93,60732.89,60422.17,59946.11,60724.02,60250.7,61084.31,59027.57,61092.12,60031.94,723383.73
2016-10-10,60843.92,60927.35,59523.1,61051.29,60675.85,60329.13,61004.78,60634.02,61350.06,59544.89,61776.13,60512.61,728173.13
2016-10-11,60013.18,59797.0,58980.21,60253.24,59848.75,59680.71,60382.45,60226.77,60927.7,58862.95,61129.76,59948.73,720051.45
2016-10-12,60124.94,59059.6,59709.9,59881.32,59859.72,59739.55,60577.37,60422.52,61050.89,59238.43,60914.9,59960.84,720539.98
2016-10-13,59843.19,58748.74,59856.99,59359.5,59483.54,59388.76,60082.65,60385.22,60620.96,59677.65,60654.54,59452.24,717553.98
2016-10-14,59826.7,58151.45,59742.7,59344.04,59475.85,59451.14,60143.59,60264.93,60833.4,59683.27,60577.9,59494.18,716989.15
2016-10-17,59662.12,57938.42,59721.32,59078.04,59432.17,59526.65,59882.17,60069.18,60663.98,59827.21,60224.9,59128.53,715154.6900000001
2016-10-18,60003.58,58666.59,60150.67,59681.12,59684.9,60056.02,60036.46,60283.02,60895.01,60246.6,60480.16,59685.62,719869.75
2016-10-19,60203.98,58430.66,60303.5,60052.29,59838.97,60701.95,60330.71,60519.72,61245.4,60327.49,61174.5,59838.63,722967.8
2016-10-20,60045.65,58773.1,60227.09,59749.76,59684.38,60595.69,60165.72,60231.95,61163.56,60340.09,61148.13,59628.42,721753.54
2016-10-21,59992.29,58559.66,60199.17,59859.88,59666.45,60513.77,60079.74,60275.38,61115.96,60159.39,61072.11,59590.23,721084.03
2016-10-24,60286.49,58554.52,60416.05,60352.73,59808.3,60418.11,60262.06,60359.04,61392.0,60372.59,60678.53,59696.78,722597.2000000001
2016-10-25,59957.77,57772.9,60163.66,59788.69,59266.85,60201.9,59836.16,60250.73,61359.78,60412.77,60174.28,59547.33,718732.8200000001
2016-10-26,59768.0,57001.51,59570.34,59734.32,59208.98,59917.77,59668.52,59809.09,61314.91,60397.18,59868.75,59106.79,715366.1600000001
2016-10-27,59413.26,56767.02,58541.3,59275.39,58913.36,59717.95,59207.82,59584.58,61362.45,60288.88,59721.69,58664.02,711457.72
2016-10-28,59309.99,56245.09,58516.61,58936.24,58968.69,59749.9,59448.12,59712.04,61290.21,60318.76,59093.97,58771.74,710361.36
2016-10-31,59458.18,56639.26,59111.29,59238.21,59197.75,60298.53,59565.67,59700.68,61402.82,61088.8,58585.27,59018.11,713304.57
2016-11-01,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,59442.05,713304.6000000001
2016-11-02,59007.9,58580.27,58747.6,58643.05,59082.8,59061.34,59226.02,59232.38,59131.28,58701.62,58556.06,59046.01,707016.3300000001
2016-11-03,58773.23,57062.7,58546.81,58465.02,58988.86,59126.72,58872.92,58732.24,59189.74,58805.15,58681.56,59019.59,704264.5399999999
2016-11-04,58853.38,57630.71,58819.05,58389.32,59055.13,59222.33,58870.73,58431.56,59104.37,58724.16,58359.01,58613.67,704073.4200000002
2016-11-07,59962.79,59029.38,59624.88,59505.01,59958.22,59694.66,59611.94,58989.4,59794.04,59492.38,59678.06,59315.37,714656.13
2016-11-08,60237.38,59249.95,59836.85,59620.1,60352.34,59991.6,59699.04,59314.55,59830.96,59680.26,59655.28,59638.41,717106.72
2016-11-09,61107.06,61275.22,59785.89,60014.37,61707.55,61290.69,60173.18,58896.37,61017.84,58755.39,60934.7,59665.82,724624.0799999998
2016-11-10,61493.59,62241.1,59286.11,59736.1,62776.02,61615.7,60744.75,57902.79,62089.52,57382.79,61301.67,59108.46,725678.6
2016-11-11,61870.76,62972.45,59857.18,60776.69,63470.82,61340.73,61362.4,58012.31,62887.39,57437.41,60826.17,59397.64,730211.9500000001
2016-11-14,62344.33,63461.81,60564.41,60731.99,63973.29,61646.7,61782.61,57914.59,63437.36,57196.93,61073.9,59277.88,733405.8
2016-11-15,62739.07,63609.17,60189.64,60873.67,64500.36,62169.32,61839.55,58160.86,63578.39,57804.15,62750.83,59258.74,737473.7499999999
